party_name,investment,levenshtein_score,jaro_winkler_score,average_score
cook county sheriff,common stock in metlife,0.34782608695652173,0.6866078239075951,0.5172169554320585
cooke,cooper cos,0.4,0.8133333333333334,0.6066666666666667
cooper,cooper cos,0.6,0.92,0.76
cooperativa de seguros de vida de puerto rico,claymore securities defined portfolios,0.3555555555555555,0.6554023948760791,0.5054789752158173
cooperstown central school district,crown castle reit,0.34285714285714286,0.6717086834733893,0.5072829131652661
copacabana nightclub,cameron intl,0.35,0.6592592592592593,0.5046296296296297
copas,compass bksh,0.41666666666666663,0.8444444444444446,0.6305555555555555
copeland,cumberland cnty,0.4,0.745,0.5725
cordes,carters,0.5714285714285714,0.7714285714285715,0.6714285714285715
cordis,corning,0.5714285714285714,0.8222222222222223,0.6968253968253968
cordray,corning,0.4285714285714286,0.6190476190476191,0.5238095238095238
coregis insurance,credit suisse,0.47058823529411764,0.747239819004525,0.6089140271493213
cornejo,corning,0.5714285714285714,0.8285714285714286,0.7
corrections of america,corrections cp amer,0.7727272727272727,0.9197767145135567,0.8462519936204147
cortesrivera,charles riv labs,0.5,0.75,0.625
costa,costco,0.6666666666666667,0.8933333333333334,0.78
costin,costco,0.6666666666666667,0.8666666666666666,0.7666666666666666
couch,coach,0.8,0.8933333333333333,0.8466666666666667
country club associates,community health systems,0.33333333333333337,0.6923913043478261,0.5128623188405798
countrywide home loans,city of ny oncs,0.31818181818181823,0.6535353535353535,0.4858585858585859
county of albany,community health sys,0.44999999999999996,0.7724242424242423,0.6112121212121211
county of clinton,city of ny oncs,0.4117647058823529,0.6419489007724302,0.5268568033273915
county of dawson,city of ny oncs,0.4375,0.655429292929293,0.5464646464646465
county of dawson ne,city of ny oncs,0.4736842105263158,0.6994152046783625,0.5865497076023392
county of hennepin,city of new york,0.4444444444444444,0.5935185185185184,0.5189814814814815
county of montgomery,city of new york,0.44999999999999996,0.6444444444444445,0.5472222222222223
county of nemaha neb,city of ny oncs,0.44999999999999996,0.6398989898989899,0.5449494949494949
county of oneida ny,city of new york,0.4736842105263158,0.6549707602339181,0.564327485380117
county of riverside,computer services,0.3157894736842105,0.7788785689714482,0.5473340213278294
county of schenectady,city of ny oncs,0.4285714285714286,0.6515873015873016,0.5400793650793652
courtesy auto,cott que,0.3846153846153846,0.6260683760683761,0.5053418803418803
covello,constellation energy,0.30000000000000004,0.7752380952380953,0.5376190476190477
coviello,covidien,0.5,0.85,0.675
cpconstruction pioneers baugesellschaft anstalt,constellation energy ceg,0.2978723404255319,0.6529550827423168,0.47541371158392437
cra holdings,coming,0.41666666666666663,0.775,0.5958333333333333
cracker barrel old country store,chase bank account,0.375,0.6431878306878307,0.5090939153439153
crawford,cr bard,0.5,0.8238095238095238,0.6619047619047619
credigy services,computer services,0.5882352941176471,0.8117647058823529,0.7
credit suisse first boston,credit suisse gu,0.5384615384615384,0.8826923076923077,0.710576923076923
credit suisse securities usa,credit suisse gu,0.5357142857142857,0.8946428571428571,0.7151785714285714
creighton university,city univny,0.44999999999999996,0.7327272727272728,0.5913636363636363
cremin,coming,0.5,0.7999999999999999,0.6499999999999999
crocco,crocs crox,0.6,0.92,0.76
croell redimix,croce crox,0.3571428571428571,0.8133333333333334,0.5852380952380952
cronus investments,charles schwab investments,0.5769230769230769,0.67008547008547,0.6235042735042735
croom,clorox,0.5,0.765,0.6325000000000001
crosby,crocs crox,0.4,0.6888888888888888,0.5444444444444444
cross country bank,crown castle reit,0.38888888888888884,0.6921172509407804,0.5405030699148345
crossdale,crowncastle ccl,0.4,0.7903703703703704,0.5951851851851853
crosstown songs uk,common stock,0.38888888888888884,0.6759259259259259,0.5324074074074074
crotty,cott que,0.375,0.75,0.5625
crouse health system,community health systems,0.6666666666666667,0.779264705882353,0.7229656862745099
crst van expedited,crown castle reit,0.33333333333333337,0.7660130718954249,0.5496732026143791
cruccisilva,cocacola,0.36363636363636365,0.6931818181818182,0.5284090909090909
crucible materials,cameron international,0.33333333333333337,0.7331501831501831,0.5332417582417582
cruzacevedo,croce crox,0.36363636363636365,0.6515151515151515,0.5075757575757576
cruzberrios,carters,0.36363636363636365,0.7506493506493506,0.5571428571428572
cruzcamacho,crocs crox,0.36363636363636365,0.6515151515151515,0.5075757575757576
cruzgascot,cisco,0.4,0.76,0.5800000000000001
cruzmendez,calm ent ep,0.36363636363636365,0.6515151515151515,0.5075757575757576
cruztoro,crocs crox,0.4,0.7666666666666667,0.5833333333333334
csc consulting,csco suck,0.4285714285714286,0.8157407407407408,0.6221560846560847
csir enterprises,carpenter tech,0.4375,0.7717857142857143,0.6046428571428571
csx transportation,cameron international,0.38095238095238093,0.6522181522181523,0.5165852665852666
ct transitstamford division,claymore securities defined portfolios,0.2894736842105263,0.6498189919242551,0.4696463380673907
culbreth,cubic tt,0.375,0.6666666666666666,0.5208333333333333
cunningham,corning,0.5,0.6714285714285714,0.5857142857142856
curry,carters,0.4285714285714286,0.6761904761904761,0.5523809523809524
cusamano,calamos,0.375,0.7417857142857143,0.5583928571428571
cushman,chase bank,0.4,0.6714285714285714,0.5357142857142857
custom products,common stocks,0.4,0.69002849002849,0.545014245014245
cwa local,coca cola,0.4444444444444444,0.8238095238095238,0.6341269841269841
cybertek,carter,0.5,0.6388888888888888,0.5694444444444444
cyphers,carters,0.5714285714285714,0.7428571428571429,0.6571428571428571
czech,coach,0.6,0.76,0.6799999999999999
daimler chrysler ag,dole dole,0.3157894736842105,0.6608187134502924,0.48830409356725146
daimlerchrysler,dole dole,0.33333333333333337,0.6296296296296297,0.4814814814814815
daimlerchrysler services north america,dade school district be,0.3157894736842105,0.6224680057632003,0.4691287397237054
daines,disney,0.5,0.7999999999999999,0.6499999999999999
dairy farmers of america,dfa us large cap value mutf,0.2962962962962963,0.6280864197530863,0.4621913580246913
daley,disney,0.5,0.7300000000000001,0.615
damiano,daktronics,0.30000000000000004,0.6714285714285714,0.4857142857142857
damon,diamond trust,0.3846153846153846,0.8153846153846154,0.6
danita,danaher,0.4285714285714286,0.8222222222222223,0.6253968253968254
danks,danaher,0.4285714285714286,0.6761904761904761,0.5523809523809524
danussi,danaher,0.4285714285714286,0.6190476190476191,0.5238095238095238
dariano,daktronics,0.30000000000000004,0.8107936507936507,0.5553968253968253
darnell,danville va,0.36363636363636365,0.7962481962481963,0.57994227994228
darrah,danaher,0.4285714285714286,0.7968253968253969,0.6126984126984127
data capture solutionsrepair remarketing,dfa international value mute,0.30000000000000004,0.6683747412008282,0.4841873706004141
data trak technologies,delta airlines dal,0.2272727272727273,0.7385281385281386,0.48290043290043294
datacard,danaher,0.5,0.6904761904761904,0.5952380952380951
davies,danville va,0.4545454545454546,0.8101010101010101,0.6323232323232324
davies ex rel estate of davies,davis ny venture mutual fund,0.33333333333333337,0.8263492063492063,0.5798412698412698
davila,danville va,0.5454545454545454,0.8101010101010101,0.6777777777777778
davilafeliciano,danville va,0.4,0.7694949494949495,0.5847474747474748
davis,danville va,0.36363636363636365,0.776969696969697,0.5703030303030303
day kimball hospital,db capiual t,0.25,0.6962962962962962,0.4731481481481481
dayton rogers manufacturing,davis ny venture mutual fund,0.2857142857142857,0.6587301587301587,0.4722222222222222
dayton valley investors,donnelley rr sons,0.4782608695652174,0.7803580562659846,0.6293094629156011
dc micro development,ddr comp,0.25,0.745,0.4975
dcc operating,dicks sporting goods,0.4,0.6564102564102564,0.5282051282051282
de castro font,dodge cox stock fund,0.44999999999999996,0.6573593073593074,0.5536796536796537
de castrofont,daktronics,0.3846153846153846,0.6801282051282053,0.532371794871795
de jesussanchez,deere,0.2666666666666667,0.6,0.43333333333333335
de jesusserrano,dresserrand group,0.3529411764705882,0.7464705882352941,0.5497058823529412
de lunaguerrero,devon energy,0.33333333333333337,0.65,0.4916666666666667
deangelis,delta airlines dal,0.33333333333333337,0.6944444444444443,0.5138888888888888
debidat,delta dal,0.4444444444444444,0.6899470899470899,0.5671957671957671
debit direct,deere,0.33333333333333337,0.768888888888889,0.5511111111111111
deboom,dover com,0.4444444444444444,0.7566666666666668,0.6005555555555556
decicco,dpl inccom,0.5,0.6714285714285714,0.5857142857142856
defense technology of america,deferred comp plan h,0.31034482758620685,0.6446360153256704,0.4774904214559386
defosset,deere,0.375,0.6583333333333333,0.5166666666666666
degryse,deere,0.5714285714285714,0.8323809523809523,0.7019047619047618
del campo,dpl com,0.5555555555555556,0.8071428571428572,0.6813492063492064
delatorre,dollar tree stores,0.33333333333333337,0.7833333333333333,0.5583333333333333
delfino,dpl inccom,0.5,0.7642857142857143,0.6321428571428571
delhagen,delta dal,0.4444444444444444,0.6481481481481481,0.5462962962962963
delisle,disie,0.5714285714285714,0.8114285714285714,0.6914285714285714
dell financial services,donnelley financial dfin,0.5,0.678566354077863,0.5892831770389315
demeo,dendreon,0.5,0.8133333333333332,0.6566666666666666
democratic leadership council,delaware pooled tr diversified incomefdcl a,0.32558139534883723,0.6702419139267576,0.4979116546377974
democratic peoples republic,decutsche bk cap ill,0.33333333333333337,0.6442680776014109,0.48880070546737214
denardi,dendreon,0.5,0.7991666666666667,0.6495833333333334
denning,devon energy,0.41666666666666663,0.7682539682539683,0.5924603174603175
denny,denburyx,0.5,0.8366666666666667,0.6683333333333333
denton,dendreon,0.625,0.8736111111111112,0.7493055555555557
denzik,dendreon,0.375,0.625,0.5
department of children and families,delaware pooled tr diversified income fdcl a,0.2727272727272727,0.7792784992784992,0.526002886002886
department of correction rehabilitation,dfa large cap intemational portfolio mute,0.24390243902439024,0.740281425891182,0.4920919324577861
department of health of puerto rico,dfa large cap intemational portfolio mutf,0.24390243902439024,0.7469734470743722,0.4954379430493812
department of homeland security,dfa world ex us core equity,0.32258064516129037,0.7365591397849462,0.5295698924731183
department of the army,dfa short term ext quality,0.2692307692307693,0.753146853146853,0.5111888111888112
department of transportation,dfa large cap international portfolio mutf,0.30952380952380953,0.6960317460317461,0.5027777777777778
deray,denburyx,0.375,0.8133333333333332,0.5941666666666666
derossi,dover,0.2857142857142857,0.7364285714285714,0.5110714285714286
desardouin,dendreon,0.5,0.7822222222222223,0.6411111111111112
deuth,deutsche bk cap,0.33333333333333337,0.8666666666666666,0.6
deutsche bahn ag,deutsche bk cap,0.6875,0.8933333333333334,0.7904166666666668
deval denizcilik ve ticaret as,dist dear’ vver vy tree sc,0.3666666666666667,0.6344729344729344,0.5005698005698005
developmental services of ne,devon energy dvn,0.3571428571428571,0.6428571428571429,0.5
developmental services of neb,devon energy dvn,0.3448275862068966,0.6379310344827586,0.49137931034482757
dg ex rel tang,dodge cox intl stock,0.4,0.6380952380952382,0.5190476190476191
dhl global forwarding,dfa twoyear global fixed income mutf,0.3055555555555556,0.6429349517584811,0.47424525365701836
diabo,diamond trust,0.3076923076923077,0.7917948717948718,0.5497435897435898
diageo north america,dodge cox income,0.30000000000000004,0.6722222222222222,0.4861111111111111
diaz aviation,dws international,0.3529411764705882,0.6294620412267471,0.49120160884866765
diazcarlo,danaher,0.33333333333333337,0.671957671957672,0.5026455026455027
diazcolon,discover bank,0.3076923076923077,0.6467236467236467,0.4772079772079772
diazmasso,diamond trust,0.3076923076923077,0.6538461538461539,0.4807692307692308
diblasi,drillquip,0.4444444444444444,0.671957671957672,0.5582010582010581
dickens,disie,0.4285714285714286,0.6761904761904761,0.5523809523809524
dickey,disney,0.6666666666666667,0.8222222222222222,0.7444444444444445
dicksey,disney,0.5714285714285714,0.8793650793650793,0.7253968253968254
digi international,dws international,0.8333333333333334,0.8147058823529412,0.8240196078431372
digrado,deere de,0.375,0.6011904761904762,0.4880952380952381
dimare homestead,domimion res new vad,0.35,0.7300000000000001,0.54
dimich,disie,0.5,0.76,0.63
dimmitt owens financial,dws international,0.34782608695652173,0.7785485933503836,0.5631873401534526
direct communications,delphi common stock,0.4285714285714286,0.6651886125570335,0.546880020564231
directbuy,disney,0.33333333333333337,0.762962962962963,0.5481481481481482
directv,ddr comp,0.375,0.6011904761904762,0.4880952380952381
disability advocates,disciplined tr unit cusip,0.31999999999999995,0.6720512820512821,0.496025641025641
disability reinsurance management services,dfa international value mute,0.2857142857142857,0.6737405106970323,0.479727398205659
dismas charities,dominion res,0.3125,0.6388888888888888,0.4756944444444444
district chicago public schools,disciplined tr unit cusip,0.29032258064516125,0.6557706093189964,0.47304659498207885
district lodge of the international assn of machinists aerospace workers,dfa large cap international portfolio mutf,0.3472222222222222,0.6617237538290169,0.5044729880256196
district of columbia,dover com,0.30000000000000004,0.6616402116402117,0.48082010582010587
dnieto uniforms pr,dominion res,0.2777777777777778,0.7765151515151516,0.5271464646464648
dockside marine contractors,dicks sporting goods,0.37037037037037035,0.7615277777777778,0.565949074074074
dodrill,drillquip,0.33333333333333337,0.780952380952381,0.5571428571428572
dohmen ex rel dohmen,devon energy dvn,0.4,0.6852272727272727,0.5426136363636364
dolfi,dover,0.4,0.6,0.5
domenech,dover com,0.4444444444444444,0.6481481481481481,0.5462962962962963
domestic fabrics,dade school district be,0.30434782608695654,0.7593944099378882,0.5318711180124224
dominicakbrutus,dominion res,0.5333333333333333,0.8400000000000001,0.6866666666666668
dominos pizza,dominion res,0.46153846153846156,0.8662393162393162,0.6638888888888889
don king productions,dws international,0.4,0.596078431372549,0.4980392156862745
donaldson,dendreon,0.4444444444444444,0.7541666666666665,0.5993055555555555
donell,donnelley rrd,0.46153846153846156,0.8743589743589745,0.667948717948718
donelson,dendreon,0.5,0.6833333333333332,0.5916666666666666
donhauser,danaher,0.5555555555555556,0.8071428571428572,0.6813492063492064
donnell,donnelley rrd,0.5384615384615384,0.9076923076923077,0.7230769230769231
doren ave associates,dollar tree stores,0.35,0.771054131054131,0.5605270655270655
dowley manufacturing,donnelley financial dfin,0.41666666666666663,0.6023504273504273,0.509508547008547
downing,devon energy,0.33333333333333337,0.7392857142857143,0.5363095238095239
doyle,dole dole,0.4444444444444444,0.7985185185185185,0.6214814814814815
dr ing hc f porsche ag,davis nt venture fd a,0.2727272727272727,0.5836940836940837,0.4282106782106782
dra imaging pc,doral bk catano pr cd,0.4285714285714286,0.6164021164021164,0.5224867724867726
draper,danaher,0.5714285714285714,0.7714285714285715,0.6714285714285715
dream custom homes,dodge cox income,0.33333333333333337,0.6504629629629629,0.49189814814814814
drew philips,drilquip,0.33333333333333337,0.6388888888888888,0.4861111111111111
dribusch in re howe,dodge cox intl stock note,0.36,0.58207336523126,0.47103668261563
drury,denburyx,0.5,0.7899999999999999,0.645
duckworth,dc wmata,0.4444444444444444,0.6481481481481481,0.5462962962962963
dudas,dun bradstreet,0.2857142857142857,0.7752380952380953,0.5304761904761905
dugger,dover,0.5,0.7300000000000001,0.615
dun bradstreet,dun bradstreet,1.0,1.0,1.0
dunaski,dun bradstreet,0.3571428571428571,0.6904761904761904,0.5238095238095237
dunkin donuts franchised restaurants,dun bradstreet,0.3055555555555556,0.6863044363044364,0.495929995929996
dupont agricultural caribe industries,dfa international value mute,0.32432432432432434,0.7322744822744823,0.5282994032994033
dupont dow elastomers,dupont dd,0.38095238095238093,0.8539682539682539,0.6174603174603175
dws global commodities stock fund,dodge cox intl stock fund,0.5151515151515151,0.7821818181818182,0.6486666666666667
dyke industries,duke energy,0.4,0.6533910533910534,0.5266955266955267
dynamic pizza,dc wmata,0.3076923076923077,0.6260683760683761,0.4668803418803419
e piphany,el paso,0.33333333333333337,0.671957671957672,0.5026455026455027
east putnam ave,estates and,0.4,0.6285353535353536,0.5142676767676768
easterling,eastern ill univrevb,0.4,0.8477777777777779,0.6238888888888889
eastman kodak,estate no,0.3846153846153846,0.6768416768416768,0.5307285307285308
eazypower,excor,0.33333333333333337,0.5407407407407407,0.43703703703703706
ebert,energy,0.5,0.7300000000000001,0.615
echostar satellite,estate see line,0.5,0.6905723905723905,0.5952861952861952
educational credit management,eaton vance enhanced eq,0.31034482758620685,0.6770732280918365,0.49370902783902165
educational credit management in re bender,eaton vance large cap ira,0.30952380952380953,0.664906204906205,0.48721500721500727
edwards,exco res,0.375,0.6011904761904762,0.4880952380952381
efron,exelon,0.5,0.7300000000000001,0.615
egbarin,enbridge enb,0.33333333333333337,0.7571428571428572,0.5452380952380953
ehelp,exelon,0.5,0.7300000000000001,0.615
el badrawi,el paso,0.4,0.6571428571428571,0.5285714285714286
elbanna,eaton vance,0.2727272727272727,0.6562770562770562,0.46450216450216447
eldeeb,enbridge enb,0.41666666666666663,0.6833333333333332,0.5499999999999999
electric insurance,electronic arts,0.4444444444444444,0.8716239316239316,0.658034188034188
electrical workers local union no retirement fund,electronic arts erts now ea,0.30612244897959184,0.8232260015117158,0.5646742252456538
electrificadora del atlantico sa esp,electronic arts erts now ea,0.41666666666666663,0.861111111111111,0.6388888888888888
elizabethtown police department,electronic arts,0.3548387096774194,0.5901433691756273,0.4724910394265233
ellis,el paso,0.4285714285714286,0.6761904761904761,0.5523809523809524
elmardoudi,el paso,0.30000000000000004,0.6571428571428571,0.4785714285714286
elmore,exco res,0.5,0.75,0.625
emigrant mortgage,evergreen money market fund,0.2962962962962963,0.6612200435729848,0.47875816993464054
empresas diaz masso,eagle midcap ira,0.26315789473684215,0.650438596491228,0.4567982456140351
encyclopaedia britannica,eagle midcap ira,0.29166666666666663,0.6821581196581196,0.4869123931623931
enderes tool,entegris entg,0.46153846153846156,0.7752136752136752,0.6183760683760684
enfield public schools,el paso,0.2727272727272727,0.6471861471861472,0.45995670995670995
engel,energy,0.33333333333333337,0.7911111111111111,0.5622222222222222
eniva,eaton vance,0.36363636363636365,0.6378787878787878,0.5007575757575757
entergy arkansas,entergy new,0.5625,0.8761363636363636,0.7193181818181817
entertainment marketing communications international,electronic data system common stock,0.28846153846153844,0.6322344322344322,0.4603479853479853
enverve,energy,0.5714285714285714,0.7968253968253969,0.6841269841269841
enviromaster international,entegris entg,0.3076923076923077,0.6351981351981352,0.47144522144522144
equal employment opportunity commission,equity residential pptys,0.23076923076923073,0.796474358974359,0.5136217948717949
equicredit of illinois,equity residential pptys,0.375,0.680050505050505,0.5275252525252525
equitable life assurance society of the united states,equitable life insurance des moines ia annuity,0.5283018867924528,0.884856439704676,0.7065791632485644
erbe electromedizin gmbh,electronic arts,0.375,0.6093434343434344,0.4921717171717172
ercole,exco res,0.5,0.75,0.625
eschenasy,estates and,0.36363636363636365,0.6262626262626262,0.4949494949494949
estabrook,estate no,0.4444444444444444,0.8222222222222222,0.6333333333333333
estate of anderson,estates and,0.5555555555555556,0.8929292929292929,0.7242424242424242
estate of henderson ex rel johnson,estates and see lines,0.4117647058823529,0.8328664799253034,0.6223155929038282
estate of lacefieldcole,estate see line,0.4347826086956522,0.8556075808249721,0.6451950947603122
estate of levinson,estate see line,0.5555555555555556,0.8716239316239316,0.7135897435897436
estate of longo,estate no,0.6,0.8977777777777778,0.7488888888888889
estate of spitzer,estate see line,0.5294117647058824,0.8397147950089127,0.6845632798573975
etten,estate no,0.5555555555555556,0.8666666666666666,0.711111111111111
evans,eaton vance,0.36363636363636365,0.6242424242424242,0.4939393939393939
exantus,exco res,0.375,0.6011904761904762,0.4880952380952381
excelsior college,excelsior value rest,0.65,0.8829411764705882,0.7664705882352941
exelon,exelon,1.0,1.0,1.0
experian information solutions,expeditors intl washington,0.3666666666666667,0.8253479853479854,0.596007326007326
export insurance services,exact sciences exas,0.4,0.7785614035087719,0.589280701754386
extendicare health services,excelsior value rest,0.40740740740740744,0.6725308641975308,0.5399691358024692
exxon mobil,exxon mobil,1.0,1.0,1.0
fabian,fairisaac,0.4444444444444444,0.762962962962963,0.6037037037037036
fabrikant,fairfaxcnty,0.4545454545454546,0.8056758056758057,0.6301106301106301
fair housing council,fl mun council,0.6,0.7371428571428572,0.6685714285714286
fairfield university,fairfax cnty,0.44999999999999996,0.8400000000000001,0.645
fairley,fairfaxcnty,0.4545454545454546,0.8337662337662337,0.6441558441558441
fallin,farm dallas ia,0.3571428571428571,0.6507936507936508,0.503968253968254
falls city towing,ffx cnty va,0.3529411764705882,0.6327985739750446,0.4928698752228164
family care home visiting nurse home care agency,family dollar stores common,0.3125,0.6668069584736251,0.48965347923681257
famous daves of america,farm adams ia,0.34782608695652173,0.8075065031586771,0.5776662950575995
fareast commodities resources,factset resh sys,0.3448275862068966,0.7715927750410508,0.5582101806239737
farrah,fairisaac,0.4444444444444444,0.762962962962963,0.6037037037037036
farrar,farm adair a,0.41666666666666663,0.825,0.6208333333333333
farrior,farming operation,0.3529411764705882,0.815686274509804,0.5843137254901961
fausto,fastenal,0.375,0.7777777777777778,0.5763888888888888
febuscruz,fiserv,0.33333333333333337,0.6203703703703703,0.47685185185185186
federal bureau of prisons,federal home loan bk disc,0.43999999999999995,0.8435555555555555,0.6417777777777778
federal election commission,federal judicial credit union,0.5172413793103448,0.8360791826309067,0.6766602809706257
federal nat mortg assn,fedl natl mtg assn,0.7272727272727273,0.8653792830263418,0.7963260051495346
federated mutual insurance,federated invs,0.46153846153846156,0.8857142857142858,0.6736263736263737
fengler,fedex,0.4285714285714286,0.6761904761904761,0.5523809523809524
fenje,fedex,0.4,0.7866666666666667,0.5933333333333334
fenzl,fastenal,0.5,0.7899999999999999,0.645
ferguson,first union,0.4545454545454546,0.654040404040404,0.5542929292929293
fernandes,federated invs,0.3571428571428571,0.7894179894179895,0.5732804232804233
fernandez,fedex,0.4444444444444444,0.5407407407407407,0.4925925925925926
ferran,federated invs,0.3571428571428571,0.7841269841269842,0.5706349206349206
ferris,fedcrated prime cs,0.33333333333333337,0.762962962962963,0.5481481481481482
fideicomiso,fidelity ira,0.5,0.6818181818181818,0.5909090909090908
fideicomiso de la tierra del caño martin peña,fidelity adv serv vii technology fd ci t,0.28888888888888886,0.821810035842294,0.5553494623655915
fifteen unknown agents of atf,first american bank fka waukee state bank,0.3414634146341463,0.6091533501541911,0.4753083823941687
fifth third bank,fifth third bancorp,0.7894736842105263,0.9453947368421053,0.8674342105263158
fifth third bank chicago,fifth third bancorp,0.6666666666666667,0.9206140350877193,0.793640350877193
figueras,fiserv,0.5,0.7777777777777778,0.6388888888888888
filenes,fedex,0.4285714285714286,0.6761904761904761,0.5523809523809524
filipek,filial amor,0.36363636363636365,0.6450216450216449,0.5043290043290043
filler,fiserv,0.5,0.8222222222222222,0.6611111111111111
filter,fiserv,0.5,0.8222222222222222,0.6611111111111111
fina air,filial amor,0.5454545454545454,0.7935064935064935,0.6694805194805195
finigan,fairisaac,0.4444444444444444,0.671957671957672,0.5582010582010581
fiorella,forest labs,0.4545454545454546,0.7886363636363636,0.6215909090909091
firkus,fair isaac,0.4,0.6888888888888888,0.5444444444444444
first american bulk carrier,first american bank fka waukee state bank,0.4878048780487805,0.8484707704219898,0.6681378242353851
first american title insurance,first american bank fka waukee state bank,0.4390243902439024,0.8486178861788618,0.6438211382113821
first bank business capital,firstrust bank savings,0.40740740740740744,0.8303030303030303,0.6188552188552189
first financial insurance,first credit union of scranton,0.43333333333333335,0.8333333333333334,0.6333333333333333
first line solutions,first union,0.5,0.8918181818181818,0.6959090909090909
first midwest bank,first data,0.5,0.8577777777777778,0.6788888888888889
first national community bank,farm taylor county a,0.48275862068965514,0.7426267748478701,0.6126926977687626
first new york securities,first energy comp fe,0.43999999999999995,0.838,0.639
first reliance standard life insurance,first manhattan rollover ira,0.4473684210526315,0.8365686944634313,0.6419685577580314
first state orthopaedics,first date fdc,0.5,0.8547619047619047,0.6773809523809524
first tennessee bank national assn,first citizens bank deposit x,0.4411764705882353,0.8265904480914622,0.6338834593398488
first union national bank of fl,first union,0.3548387096774194,0.8709677419354839,0.6129032258064516
first union securities,first union,0.5,0.9,0.7
fischer,fiserv,0.5714285714285714,0.8944444444444445,0.732936507936508
fizer,fiserv,0.6666666666666667,0.8577777777777779,0.7622222222222224
flagship carwash of port st lucie,farm dallas ia sold as lots,0.36363636363636365,0.6194695492941107,0.49155295646523717
flatau,fastenal,0.375,0.75,0.5625
fleetboston financial,flextronics int flex,0.38095238095238093,0.8283333333333334,0.6046428571428571
fleming,florida g o,0.36363636363636365,0.6450216450216449,0.5043290043290043
flextronics international pa,flextronics int flex,0.5714285714285714,0.8974603174603175,0.7344444444444445
flirts,fairisaac,0.4444444444444444,0.7333333333333334,0.5888888888888889
flores,flowserve,0.4444444444444444,0.8833333333333334,0.663888888888889
flowers,flowserve,0.6666666666666667,0.9269841269841269,0.7968253968253969
fluor daniel canada,farm dallas a,0.368421052631579,0.8002576370997425,0.5843393448656607
flynn,fl mun council,0.2857142857142857,0.6952380952380953,0.4904761904761905
football assn premier league,farm s adair a,0.3214285714285714,0.6958874458874459,0.5086580086580086
for your ease only,farm taylor county ia y,0.34782608695652173,0.7516563146997929,0.5497412008281573
ford motor,ford motor,1.0,1.0,1.0
forster garbus esqs,forest labs,0.42105263157894735,0.8449282296650718,0.6329904306220095
fort dearborn life ins,ford motor credit nts,0.36363636363636365,0.7968686868686868,0.5802525252525252
fortuna,forest labs,0.4545454545454546,0.806060606060606,0.6303030303030304
fortuño,formfactor,0.4,0.8166666666666668,0.6083333333333334
fountain,first union,0.36363636363636365,0.7386363636363638,0.5511363636363638
four units all terrain vehicles,fidelity ira cash reserves,0.32258064516129037,0.731247784473591,0.5269142148174406
fournier,ford f,0.375,0.625,0.5
francis,fnma disc,0.4444444444444444,0.6899470899470899,0.5671957671957671
franconia minerals,fann adair ia,0.38888888888888884,0.6749287749287749,0.5319088319088319
frank,franklin mutual quest fund,0.1923076923076923,0.8384615384615385,0.5153846153846153
franke,franklin mutual quest fund note,0.19354838709677424,0.8387096774193548,0.5161290322580645
fraticellitorres,ficellty tra,0.4375,0.6967592592592592,0.5671296296296295
frederick investment,federated investores,0.55,0.6571428571428571,0.6035714285714286
frederick j hanna associates pc,fann adair ia,0.25806451612903225,0.7334987593052109,0.4957816377171216
freemen,farm equipment,0.4285714285714286,0.7357142857142858,0.5821428571428572
freightliner,first energy,0.33333333333333337,0.6944444444444443,0.5138888888888888
french,french disc t bill,0.33333333333333337,0.8666666666666666,0.6
frie boulevard triangle,first solar fslr,0.34782608695652173,0.6613142292490118,0.5045701581027668
friend,first energy,0.33333333333333337,0.6833333333333332,0.5083333333333333
friendly ice cream,fidelity ira,0.38888888888888884,0.7566666666666668,0.5727777777777778
frontline communications international,frontier communicationsspin off from verizon,0.5454545454545454,0.8209250398724083,0.6831897926634769
fronton,first union,0.4545454545454546,0.7707792207792208,0.6126623376623377
frost in re contemporary industries,first energy comp fe,0.34285714285714286,0.7742857142857142,0.5585714285714285
frulla,farm dallas a,0.3846153846153846,0.6726495726495726,0.5286324786324785
fuchs,french disc t bill,0.2222222222222222,0.674074074074074,0.44814814814814813
fulani,fnma disc,0.33333333333333337,0.6203703703703703,0.47685185185185186
fuller,flowserve,0.33333333333333337,0.7333333333333334,0.5333333333333334
fultz,fhlmc,0.4,0.6,0.5
gables residential services,gabelli equity series fund small cap ira,0.32499999999999996,0.7932407407407407,0.5591203703703703
gabow,graco,0.4,0.76,0.5800000000000001
gaeta,gannett,0.5714285714285714,0.8323809523809523,0.7019047619047618
gaetz,gannett,0.5714285714285714,0.8323809523809523,0.7019047619047618
gagne,gannett,0.5714285714285714,0.8323809523809523,0.7019047619047618
gagnon,gannett,0.4285714285714286,0.7968253968253969,0.6126984126984127
gahan ex rel gahan,gadsden ala,0.33333333333333337,0.6822390572390572,0.5077861952861953
galen health institutes,golden west fin,0.34782608695652173,0.6765920070267897,0.5122090469916557
galen institute,gannett,0.4,0.8196825396825397,0.6098412698412699
gallus,general mills,0.3846153846153846,0.576923076923077,0.4807692307692308
gangnon,garmin grmn,0.4545454545454546,0.7783549783549784,0.6164502164502165
garamendi,garmin,0.5555555555555556,0.8574074074074074,0.7064814814814815
garbus,garmin,0.5,0.6666666666666666,0.5833333333333333
garcia,garmin,0.6666666666666667,0.8444444444444443,0.7555555555555555
garciarivera,garmin,0.33333333333333337,0.6666666666666666,0.5
