person_id,judge_flag,position,status,disclosures_count
4228,2,2,judge with multiple positions,
4229,1,1,judge with 1 position,
4230,1,2,judge with multiple positions,
4231,2,2,judge with multiple positions,
4232,2,4,judge with multiple positions,
4233,1,2,judge with multiple positions,
4234,1,2,judge with multiple positions,
4235,2,3,judge with multiple positions,
4236,3,4,judge with multiple positions,
4237,1,3,judge with multiple positions,
4238,2,2,judge with multiple positions,
4239,2,2,judge with multiple positions,
4240,2,2,judge with multiple positions,
4241,4,5,judge with multiple positions,
4242,2,2,judge with multiple positions,
4243,2,3,judge with multiple positions,
4244,2,3,judge with multiple positions,
4245,2,2,judge with multiple positions,
4246,2,2,judge with multiple positions,
4247,2,3,judge with multiple positions,
4248,1,2,judge with multiple positions,
4249,2,2,judge with multiple positions,
4250,2,3,judge with multiple positions,
4251,1,4,judge with multiple positions,
4252,2,2,judge with multiple positions,
4253,2,2,judge with multiple positions,
4254,2,2,judge with multiple positions,
4255,1,1,judge with 1 position,
4256,2,2,judge with multiple positions,
4257,2,2,judge with multiple positions,
4258,2,3,judge with multiple positions,
4259,2,2,judge with multiple positions,
4260,6,6,judge with multiple positions,
4261,1,2,judge with multiple positions,
4262,2,2,judge with multiple positions,
4263,1,1,judge with 1 position,
4264,1,3,judge with multiple positions,
4265,2,2,judge with multiple positions,
4266,2,2,judge with multiple positions,
4267,4,7,judge with multiple positions,
4268,2,4,judge with multiple positions,
4269,2,3,judge with multiple positions,
4270,1,2,judge with multiple positions,
4271,1,4,judge with multiple positions,
4272,3,6,judge with multiple positions,
4273,1,4,judge with multiple positions,
4274,2,4,judge with multiple positions,
4275,1,2,judge with multiple positions,
4276,1,3,judge with multiple positions,
4277,2,5,judge with multiple positions,
4278,1,1,judge with 1 position,
4279,1,2,judge with multiple positions,
4280,2,2,judge with multiple positions,
4281,1,3,judge with multiple positions,
4282,1,2,judge with multiple positions,
4283,1,3,judge with multiple positions,
4284,3,8,judge with multiple positions,
4285,2,3,judge with multiple positions,
4286,2,5,judge with multiple positions,
4287,2,6,judge with multiple positions,
4288,2,4,judge with multiple positions,
4289,2,4,judge with multiple positions,
4290,2,5,judge with multiple positions,
4291,1,2,judge with multiple positions,
4292,2,5,judge with multiple positions,
4293,2,5,judge with multiple positions,
4294,2,4,judge with multiple positions,
4295,1,4,judge with multiple positions,
4296,2,2,judge with multiple positions,
4297,2,6,judge with multiple positions,
4298,2,4,judge with multiple positions,
4299,1,4,judge with multiple positions,
4300,2,5,judge with multiple positions,
4301,2,4,judge with multiple positions,
4302,2,4,judge with multiple positions,
4303,3,6,judge with multiple positions,
4304,2,5,judge with multiple positions,
4305,2,3,judge with multiple positions,
4306,1,3,judge with multiple positions,
4307,3,4,judge with multiple positions,
4308,1,4,judge with multiple positions,
4309,1,1,judge with 1 position,
4310,1,1,judge with 1 position,
4311,4,5,judge with multiple positions,
4312,1,1,judge with 1 position,
4313,1,1,judge with 1 position,
4314,1,3,judge with multiple positions,
4315,1,2,judge with multiple positions,
4316,2,2,judge with multiple positions,
4317,2,4,judge with multiple positions,
4318,1,2,judge with multiple positions,
4319,1,1,judge with 1 position,
4320,1,3,judge with multiple positions,
4321,1,1,judge with 1 position,
4322,2,4,judge with multiple positions,
4323,1,1,judge with 1 position,
4324,1,3,judge with multiple positions,
4325,2,5,judge with multiple positions,
4326,1,2,judge with multiple positions,
4327,2,3,judge with multiple positions,
4328,1,5,judge with multiple positions,
4329,2,4,judge with multiple positions,
4330,3,3,judge with multiple positions,
4331,2,3,judge with multiple positions,
4332,2,5,judge with multiple positions,
4333,1,1,judge with 1 position,
4335,1,1,judge with 1 position,
4336,2,5,judge with multiple positions,
4337,4,6,judge with multiple positions,
4338,1,1,judge with 1 position,
4339,2,2,judge with multiple positions,
4340,1,2,judge with multiple positions,
4341,2,2,judge with multiple positions,
4342,2,5,judge with multiple positions,
4343,2,4,judge with multiple positions,
4344,1,4,judge with multiple positions,
4345,1,1,judge with 1 position,
4346,3,5,judge with multiple positions,
4347,1,1,judge with 1 position,
4348,2,5,judge with multiple positions,
4349,2,4,judge with multiple positions,
4350,1,3,judge with multiple positions,
4351,1,3,judge with multiple positions,
4352,2,3,judge with multiple positions,
4353,1,3,judge with multiple positions,
4354,2,4,judge with multiple positions,
4355,1,2,judge with multiple positions,
4356,1,4,judge with multiple positions,
4357,1,4,judge with multiple positions,
4358,1,2,judge with multiple positions,
4359,2,4,judge with multiple positions,
4360,1,3,judge with multiple positions,
4361,1,4,judge with multiple positions,
4362,1,3,judge with multiple positions,
4363,2,5,judge with multiple positions,
4364,4,5,judge with multiple positions,
4365,1,2,judge with multiple positions,
4366,1,2,judge with multiple positions,
4367,2,5,judge with multiple positions,
4368,1,1,judge with 1 position,
4369,1,1,judge with 1 position,
4370,1,1,judge with 1 position,
4371,2,2,judge with multiple positions,
4372,2,3,judge with multiple positions,
4373,1,1,judge with 1 position,
4374,1,1,judge with 1 position,
4375,1,1,judge with 1 position,
4376,1,1,judge with 1 position,
4377,1,1,judge with 1 position,
4378,1,3,judge with multiple positions,
4379,1,1,judge with 1 position,
4380,1,1,judge with 1 position,
4381,1,1,judge with 1 position,
4382,1,1,judge with 1 position,
4383,1,1,judge with 1 position,
4384,1,1,judge with 1 position,
4385,1,1,judge with 1 position,
4386,1,1,judge with 1 position,
4387,1,1,judge with 1 position,
4388,4,4,judge with multiple positions,
4389,1,1,judge with 1 position,
4390,2,2,judge with multiple positions,
4391,1,2,judge with multiple positions,
4392,1,1,judge with 1 position,
4393,1,1,judge with 1 position,
4394,1,1,judge with 1 position,
4395,2,2,judge with multiple positions,
4396,1,1,judge with 1 position,
4397,2,2,judge with multiple positions,
4398,2,3,judge with multiple positions,
4399,1,1,judge with 1 position,
4400,1,1,judge with 1 position,
4401,1,1,judge with 1 position,
4402,1,1,judge with 1 position,
4404,1,1,judge with 1 position,
4405,2,2,judge with multiple positions,
4406,2,2,judge with multiple positions,
4407,1,2,judge with multiple positions,
4408,1,1,judge with 1 position,
4409,2,3,judge with multiple positions,
4410,1,2,judge with multiple positions,
4411,2,3,judge with multiple positions,
4412,2,3,judge with multiple positions,
4413,1,1,judge with 1 position,
4414,1,1,judge with 1 position,
4415,2,3,judge with multiple positions,
4416,1,1,judge with 1 position,
4417,2,2,judge with multiple positions,
4418,2,2,judge with multiple positions,
4419,2,2,judge with multiple positions,
4420,1,1,judge with 1 position,
4421,1,1,judge with 1 position,
4422,1,1,judge with 1 position,
4423,1,1,judge with 1 position,
4424,1,2,judge with multiple positions,
4425,2,2,judge with multiple positions,
4426,1,2,judge with multiple positions,
4427,1,1,judge with 1 position,
4428,1,1,judge with 1 position,
4429,1,1,judge with 1 position,
4430,2,2,judge with multiple positions,
4431,1,1,judge with 1 position,
4432,1,1,judge with 1 position,
4433,1,2,judge with multiple positions,
4434,2,2,judge with multiple positions,
4435,1,1,judge with 1 position,
4436,1,1,judge with 1 position,
4437,1,1,judge with 1 position,
4438,1,1,judge with 1 position,
4439,1,2,judge with multiple positions,
4440,2,3,judge with multiple positions,
4441,1,2,judge with multiple positions,
4442,2,2,judge with multiple positions,
4443,1,2,judge with multiple positions,
4444,1,1,judge with 1 position,
4445,1,1,judge with 1 position,
4446,1,1,judge with 1 position,
4447,1,1,judge with 1 position,
4448,2,2,judge with multiple positions,
4449,1,1,judge with 1 position,
4450,1,1,judge with 1 position,
4451,2,3,judge with multiple positions,
4452,2,3,judge with multiple positions,
4453,1,6,judge with multiple positions,
4454,1,3,judge with multiple positions,
4455,1,1,judge with 1 position,
4456,2,4,judge with multiple positions,
4457,1,1,judge with 1 position,
4458,1,1,judge with 1 position,
4459,1,1,judge with 1 position,
4460,2,3,judge with multiple positions,
4461,1,1,judge with 1 position,
4462,1,1,judge with 1 position,
4463,1,1,judge with 1 position,
4464,1,2,judge with multiple positions,
4465,1,1,judge with 1 position,
4466,1,5,judge with multiple positions,
4467,1,3,judge with multiple positions,
4468,1,2,judge with multiple positions,
4469,1,2,judge with multiple positions,
4470,2,2,judge with multiple positions,
4471,2,5,judge with multiple positions,
4472,1,3,judge with multiple positions,
4473,1,1,judge with 1 position,
4474,1,2,judge with multiple positions,
4475,1,1,judge with 1 position,
4476,1,1,judge with 1 position,
4477,2,3,judge with multiple positions,
4478,2,3,judge with multiple positions,
4479,2,2,judge with multiple positions,
4480,2,3,judge with multiple positions,
4481,2,3,judge with multiple positions,
4482,2,2,judge with multiple positions,1.0
4483,1,1,judge with 1 position,
4484,1,1,judge with 1 position,
4485,1,2,judge with multiple positions,
4486,2,3,judge with multiple positions,
4487,1,1,judge with 1 position,
4488,2,2,judge with multiple positions,
4489,1,1,judge with 1 position,
4490,2,3,judge with multiple positions,
4491,2,3,judge with multiple positions,
4492,1,1,judge with 1 position,
4493,1,1,judge with 1 position,
4494,1,2,judge with multiple positions,
4495,1,2,judge with multiple positions,
4496,1,1,judge with 1 position,
4497,3,4,judge with multiple positions,
4498,2,3,judge with multiple positions,
4499,1,1,judge with 1 position,
4500,1,2,judge with multiple positions,
4501,1,1,judge with 1 position,
4502,1,1,judge with 1 position,
4503,2,4,judge with multiple positions,
4504,3,5,judge with multiple positions,
4505,2,5,judge with multiple positions,
4506,2,4,judge with multiple positions,
4507,2,2,judge with multiple positions,
4508,1,4,judge with multiple positions,
4509,1,2,judge with multiple positions,
4510,1,4,judge with multiple positions,
4511,2,4,judge with multiple positions,
4512,2,3,judge with multiple positions,
4513,2,3,judge with multiple positions,
4514,1,1,judge with 1 position,
4515,1,1,judge with 1 position,
4516,2,3,judge with multiple positions,
4517,1,1,judge with 1 position,
4518,2,5,judge with multiple positions,
4519,2,2,judge with multiple positions,
4520,2,2,judge with multiple positions,
4521,2,4,judge with multiple positions,
4522,2,2,judge with multiple positions,
4523,3,5,judge with multiple positions,
4524,1,3,judge with multiple positions,
4525,1,4,judge with multiple positions,
4526,1,3,judge with multiple positions,
4527,1,2,judge with multiple positions,
4528,2,4,judge with multiple positions,
4529,4,7,judge with multiple positions,
4530,4,5,judge with multiple positions,
4531,3,6,judge with multiple positions,
4532,2,2,judge with multiple positions,
4533,1,1,judge with 1 position,
4534,1,1,judge with 1 position,
4535,1,1,judge with 1 position,
4536,2,3,judge with multiple positions,
4537,1,1,judge with 1 position,
4538,2,6,judge with multiple positions,
4539,1,1,judge with 1 position,
4540,2,3,judge with multiple positions,
4541,3,6,judge with multiple positions,
4542,1,2,judge with multiple positions,
4543,1,1,judge with 1 position,
4544,2,3,judge with multiple positions,
4545,2,2,judge with multiple positions,
4546,2,2,judge with multiple positions,
4547,1,3,judge with multiple positions,
4548,2,5,judge with multiple positions,
4549,2,4,judge with multiple positions,
4550,4,5,judge with multiple positions,
4551,2,3,judge with multiple positions,
4552,2,3,judge with multiple positions,
4553,1,1,judge with 1 position,
4554,1,1,judge with 1 position,
4555,1,1,judge with 1 position,
4556,3,5,judge with multiple positions,
4557,1,3,judge with multiple positions,
4558,2,5,judge with multiple positions,
4559,3,4,judge with multiple positions,
4560,2,3,judge with multiple positions,
4561,1,1,judge with 1 position,
4562,1,1,judge with 1 position,
4563,2,4,judge with multiple positions,
4564,2,4,judge with multiple positions,
4565,4,5,judge with multiple positions,
4566,2,4,judge with multiple positions,
4567,1,2,judge with multiple positions,
4569,1,2,judge with multiple positions,
4570,2,4,judge with multiple positions,
4571,4,7,judge with multiple positions,
4572,2,4,judge with multiple positions,
4573,4,6,judge with multiple positions,
4574,2,3,judge with multiple positions,
4575,2,2,judge with multiple positions,
4576,2,4,judge with multiple positions,
4577,2,3,judge with multiple positions,
4578,2,4,judge with multiple positions,
4579,2,3,judge with multiple positions,
4580,1,1,judge with 1 position,
4581,2,4,judge with multiple positions,
4582,5,8,judge with multiple positions,
4583,2,3,judge with multiple positions,
4584,3,6,judge with multiple positions,
4585,2,3,judge with multiple positions,
4586,2,3,judge with multiple positions,
4587,2,4,judge with multiple positions,
4588,2,5,judge with multiple positions,
4589,2,3,judge with multiple positions,
4590,2,3,judge with multiple positions,
4591,2,4,judge with multiple positions,
4592,2,3,judge with multiple positions,
4593,2,3,judge with multiple positions,
4594,2,5,judge with multiple positions,
4595,2,3,judge with multiple positions,
4596,2,4,judge with multiple positions,
4597,2,5,judge with multiple positions,
4598,2,3,judge with multiple positions,
4599,2,3,judge with multiple positions,
4600,2,4,judge with multiple positions,
4601,4,6,judge with multiple positions,
4602,1,1,judge with 1 position,
4603,2,5,judge with multiple positions,
4604,4,8,judge with multiple positions,
4605,2,4,judge with multiple positions,
4606,3,3,judge with multiple positions,
4607,2,4,judge with multiple positions,
4608,2,2,judge with multiple positions,
4609,3,4,judge with multiple positions,
4610,3,5,judge with multiple positions,
4611,1,5,judge with multiple positions,
4612,2,4,judge with multiple positions,
4613,1,3,judge with multiple positions,
4614,3,4,judge with multiple positions,
4615,2,4,judge with multiple positions,
4616,3,4,judge with multiple positions,
4617,2,2,judge with multiple positions,
4618,1,3,judge with multiple positions,
4619,2,4,judge with multiple positions,
4620,1,4,judge with multiple positions,
4621,2,3,judge with multiple positions,
4622,1,4,judge with multiple positions,
4623,2,3,judge with multiple positions,
4624,1,4,judge with multiple positions,
4625,2,3,judge with multiple positions,
4626,3,4,judge with multiple positions,
4627,2,4,judge with multiple positions,
4628,1,3,judge with multiple positions,
4629,1,3,judge with multiple positions,
4630,3,4,judge with multiple positions,
4631,1,2,judge with multiple positions,
4632,3,4,judge with multiple positions,
4633,1,1,judge with 1 position,
4634,2,5,judge with multiple positions,
4635,2,3,judge with multiple positions,
4636,2,3,judge with multiple positions,
4637,3,4,judge with multiple positions,
4638,2,3,judge with multiple positions,
4639,1,3,judge with multiple positions,
4640,2,3,judge with multiple positions,
4641,2,3,judge with multiple positions,
4642,2,4,judge with multiple positions,
4643,1,2,judge with multiple positions,
4644,1,3,judge with multiple positions,
4645,2,3,judge with multiple positions,
4646,2,3,judge with multiple positions,
4647,3,4,judge with multiple positions,
4648,2,2,judge with multiple positions,
4649,2,4,judge with multiple positions,
4650,3,4,judge with multiple positions,
4651,2,4,judge with multiple positions,
4652,2,3,judge with multiple positions,
4653,2,4,judge with multiple positions,
4654,3,6,judge with multiple positions,
4655,2,4,judge with multiple positions,
4656,2,4,judge with multiple positions,
4657,2,3,judge with multiple positions,
4658,2,3,judge with multiple positions,
4659,2,3,judge with multiple positions,
4660,1,1,judge with 1 position,
4661,5,7,judge with multiple positions,
4662,2,5,judge with multiple positions,
4663,1,3,judge with multiple positions,
4664,3,4,judge with multiple positions,
4665,1,1,judge with 1 position,
4666,2,3,judge with multiple positions,
4667,1,2,judge with multiple positions,
4668,2,5,judge with multiple positions,
4669,2,4,judge with multiple positions,
4670,1,1,judge with 1 position,
4671,2,6,judge with multiple positions,
4672,2,4,judge with multiple positions,
4673,1,1,judge with 1 position,
4674,2,3,judge with multiple positions,
4675,2,4,judge with multiple positions,
4676,2,5,judge with multiple positions,
4677,2,3,judge with multiple positions,
4678,1,1,judge with 1 position,
4679,1,3,judge with multiple positions,
4680,1,1,judge with 1 position,
4681,2,3,judge with multiple positions,
4683,2,3,judge with multiple positions,
4684,1,2,judge with multiple positions,
4685,2,4,judge with multiple positions,
4686,2,4,judge with multiple positions,
4687,2,2,judge with multiple positions,
4688,1,2,judge with multiple positions,
4689,2,3,judge with multiple positions,
4690,2,5,judge with multiple positions,
4691,2,4,judge with multiple positions,
4692,2,4,judge with multiple positions,
4693,1,2,judge with multiple positions,
4694,2,3,judge with multiple positions,
4695,2,3,judge with multiple positions,
4697,2,3,judge with multiple positions,
4698,2,4,judge with multiple positions,
4699,1,3,judge with multiple positions,
4700,2,5,judge with multiple positions,
4701,2,3,judge with multiple positions,
4702,2,3,judge with multiple positions,
4703,2,3,judge with multiple positions,
4704,2,3,judge with multiple positions,
4705,3,4,judge with multiple positions,
4706,1,2,judge with multiple positions,
4707,2,4,judge with multiple positions,
4708,2,4,judge with multiple positions,
4709,3,5,judge with multiple positions,
4710,1,1,judge with 1 position,
4711,2,3,judge with multiple positions,
4712,3,5,judge with multiple positions,
4713,1,3,judge with multiple positions,
4715,2,2,judge with multiple positions,
4716,2,2,judge with multiple positions,
4717,2,4,judge with multiple positions,
4718,2,5,judge with multiple positions,
4719,2,3,judge with multiple positions,
4720,2,4,judge with multiple positions,
4721,1,3,judge with multiple positions,
4722,1,3,judge with multiple positions,
4723,2,4,judge with multiple positions,
4724,2,3,judge with multiple positions,
4725,2,4,judge with multiple positions,
4726,2,4,judge with multiple positions,
4728,2,3,judge with multiple positions,
4729,2,3,judge with multiple positions,
4730,2,3,judge with multiple positions,
4731,1,3,judge with multiple positions,
4732,1,4,judge with multiple positions,
4733,2,4,judge with multiple positions,
4734,4,8,judge with multiple positions,
4735,2,4,judge with multiple positions,
4736,2,4,judge with multiple positions,
4737,2,4,judge with multiple positions,
4738,2,5,judge with multiple positions,
4739,2,3,judge with multiple positions,
4740,2,3,judge with multiple positions,
4741,1,3,judge with multiple positions,
4742,2,4,judge with multiple positions,
4743,1,3,judge with multiple positions,
4744,1,2,judge with multiple positions,
4745,2,4,judge with multiple positions,
4746,2,3,judge with multiple positions,
4747,2,3,judge with multiple positions,
4748,3,4,judge with multiple positions,
4749,2,4,judge with multiple positions,
4750,1,2,judge with multiple positions,
4751,2,3,judge with multiple positions,
4752,2,3,judge with multiple positions,
4753,1,2,judge with multiple positions,
4754,2,3,judge with multiple positions,
4755,3,5,judge with multiple positions,
4756,1,2,judge with multiple positions,
4757,1,3,judge with multiple positions,
4758,1,3,judge with multiple positions,1.0
4759,2,3,judge with multiple positions,
4760,2,4,judge with multiple positions,
4761,1,3,judge with multiple positions,
4762,1,4,judge with multiple positions,
4763,1,2,judge with multiple positions,
4764,2,3,judge with multiple positions,
4765,1,2,judge with multiple positions,
4766,2,3,judge with multiple positions,
4767,1,2,judge with multiple positions,
4768,1,2,judge with multiple positions,
4769,1,3,judge with multiple positions,
4770,2,4,judge with multiple positions,
4771,2,3,judge with multiple positions,
4772,2,3,judge with multiple positions,
4773,2,3,judge with multiple positions,
4774,3,4,judge with multiple positions,
4775,1,3,judge with multiple positions,
4776,2,5,judge with multiple positions,
4777,1,3,judge with multiple positions,
4778,3,4,judge with multiple positions,
4779,1,2,judge with multiple positions,
4780,2,2,judge with multiple positions,
4781,1,2,judge with multiple positions,
4782,1,1,judge with 1 position,
4783,2,2,judge with multiple positions,
4784,2,3,judge with multiple positions,
4785,2,5,judge with multiple positions,
4786,2,2,judge with multiple positions,
4787,2,3,judge with multiple positions,
4788,1,2,judge with multiple positions,
4789,1,2,judge with multiple positions,
4790,2,4,judge with multiple positions,
4791,3,4,judge with multiple positions,
4792,2,2,judge with multiple positions,
4793,2,3,judge with multiple positions,
4794,1,2,judge with multiple positions,
4795,1,4,judge with multiple positions,
4796,2,3,judge with multiple positions,
4797,2,5,judge with multiple positions,
4798,2,3,judge with multiple positions,
4799,2,3,judge with multiple positions,
4800,1,2,judge with multiple positions,
4801,3,5,judge with multiple positions,
4802,1,2,judge with multiple positions,
4803,2,3,judge with multiple positions,
4804,4,7,judge with multiple positions,
4805,2,4,judge with multiple positions,
4806,2,3,judge with multiple positions,
4807,2,3,judge with multiple positions,
4808,2,3,judge with multiple positions,
4809,2,3,judge with multiple positions,
4810,1,2,judge with multiple positions,
4811,2,3,judge with multiple positions,
4812,1,2,judge with multiple positions,
4813,1,2,judge with multiple positions,
4814,2,3,judge with multiple positions,
4815,1,2,judge with multiple positions,
4816,2,3,judge with multiple positions,
4817,1,2,judge with multiple positions,
4818,2,2,judge with multiple positions,
4819,1,2,judge with multiple positions,
4820,2,3,judge with multiple positions,
4821,3,4,judge with multiple positions,
4822,1,2,judge with multiple positions,
4824,2,2,judge with multiple positions,
4825,1,2,judge with multiple positions,
4826,2,3,judge with multiple positions,
4827,2,4,judge with multiple positions,
4828,1,2,judge with multiple positions,
4829,2,5,judge with multiple positions,
4830,2,2,judge with multiple positions,
4831,2,4,judge with multiple positions,
4832,2,3,judge with multiple positions,
4833,1,1,judge with 1 position,
4834,1,1,judge with 1 position,
4835,1,2,judge with multiple positions,
4836,2,3,judge with multiple positions,
4838,2,3,judge with multiple positions,
4839,2,3,judge with multiple positions,
4840,1,2,judge with multiple positions,
4841,1,2,judge with multiple positions,
4842,1,3,judge with multiple positions,
4843,2,5,judge with multiple positions,
4844,2,4,judge with multiple positions,
4845,1,2,judge with multiple positions,
4846,1,4,judge with multiple positions,
4847,1,1,judge with 1 position,
4848,1,2,judge with multiple positions,
4849,1,3,judge with multiple positions,
4850,2,3,judge with multiple positions,
4851,2,3,judge with multiple positions,
4852,2,2,judge with multiple positions,
4853,1,2,judge with multiple positions,
4854,2,3,judge with multiple positions,
4855,2,3,judge with multiple positions,
4856,1,1,judge with 1 position,
4857,2,3,judge with multiple positions,
4858,1,3,judge with multiple positions,
4859,3,4,judge with multiple positions,
4860,1,4,judge with multiple positions,
4861,1,1,judge with 1 position,
4862,2,5,judge with multiple positions,
4863,2,2,judge with multiple positions,
4864,2,3,judge with multiple positions,
4865,2,3,judge with multiple positions,
4866,1,2,judge with multiple positions,
4867,1,2,judge with multiple positions,
4868,1,2,judge with multiple positions,
4869,1,2,judge with multiple positions,
4870,2,3,judge with multiple positions,
4871,1,2,judge with multiple positions,
4873,1,3,judge with multiple positions,
4874,2,5,judge with multiple positions,
4875,1,1,judge with 1 position,
4876,1,2,judge with multiple positions,
4877,1,2,judge with multiple positions,
4878,1,3,judge with multiple positions,
4879,2,3,judge with multiple positions,
4880,1,1,judge with 1 position,
4881,3,4,judge with multiple positions,
4882,1,2,judge with multiple positions,
4883,1,3,judge with multiple positions,
4884,2,2,judge with multiple positions,
4885,2,3,judge with multiple positions,
4886,2,4,judge with multiple positions,
4887,2,2,judge with multiple positions,
4888,2,3,judge with multiple positions,
4889,2,4,judge with multiple positions,
4890,1,3,judge with multiple positions,
4891,3,4,judge with multiple positions,
4893,2,5,judge with multiple positions,
4894,1,2,judge with multiple positions,
4895,1,2,judge with multiple positions,
4896,2,4,judge with multiple positions,
4897,1,1,judge with 1 position,
4898,1,2,judge with multiple positions,
4899,1,3,judge with multiple positions,
4900,1,3,judge with multiple positions,
4901,1,3,judge with multiple positions,
4902,1,2,judge with multiple positions,
4903,2,2,judge with multiple positions,
4904,2,3,judge with multiple positions,
4905,1,1,judge with 1 position,5.0
4906,1,3,judge with multiple positions,
4907,3,4,judge with multiple positions,
4908,1,3,judge with multiple positions,
4909,2,3,judge with multiple positions,
4910,2,3,judge with multiple positions,
4911,2,4,judge with multiple positions,
4912,2,3,judge with multiple positions,
4913,1,4,judge with multiple positions,
4914,1,3,judge with multiple positions,
4915,1,2,judge with multiple positions,
4916,2,4,judge with multiple positions,
4917,1,1,judge with 1 position,
4918,1,1,judge with 1 position,
4919,1,1,judge with 1 position,
4920,2,4,judge with multiple positions,
4921,1,2,judge with multiple positions,
4922,1,1,judge with 1 position,
4923,1,1,judge with 1 position,
4924,2,4,judge with multiple positions,
4925,1,1,judge with 1 position,
4926,1,1,judge with 1 position,
4927,2,4,judge with multiple positions,
4928,2,3,judge with multiple positions,
4929,1,1,judge with 1 position,
4930,1,1,judge with 1 position,
4931,1,2,judge with multiple positions,
4932,1,2,judge with multiple positions,
4933,1,1,judge with 1 position,
4934,2,4,judge with multiple positions,
4935,1,1,judge with 1 position,
4936,2,2,judge with multiple positions,
4937,3,4,judge with multiple positions,
4938,1,1,judge with 1 position,
4939,1,1,judge with 1 position,
4940,1,1,judge with 1 position,
4941,2,3,judge with multiple positions,
4942,2,2,judge with multiple positions,
4943,1,1,judge with 1 position,
4944,2,3,judge with multiple positions,
4945,1,1,judge with 1 position,
4946,3,5,judge with multiple positions,
4947,2,3,judge with multiple positions,
4948,1,1,judge with 1 position,
4949,3,4,judge with multiple positions,
4950,1,1,judge with 1 position,
4951,1,1,judge with 1 position,
4952,1,1,judge with 1 position,
4953,1,1,judge with 1 position,
4954,1,1,judge with 1 position,
4955,2,3,judge with multiple positions,
4956,1,4,judge with multiple positions,
4957,1,2,judge with multiple positions,
4958,1,2,judge with multiple positions,
4959,1,3,judge with multiple positions,
4960,1,2,judge with multiple positions,
4961,2,2,judge with multiple positions,
4962,1,1,judge with 1 position,
4963,2,3,judge with multiple positions,
4964,1,2,judge with multiple positions,
4965,1,2,judge with multiple positions,
4966,1,2,judge with multiple positions,
4967,1,1,judge with 1 position,
4968,1,3,judge with multiple positions,
4969,1,2,judge with multiple positions,
4970,1,3,judge with multiple positions,
4971,1,1,judge with 1 position,
4972,1,1,judge with 1 position,2.0
4973,1,1,judge with 1 position,7.0
4974,1,2,judge with multiple positions,
4976,1,2,judge with multiple positions,
4977,1,2,judge with multiple positions,
4978,2,2,judge with multiple positions,
4979,1,1,judge with 1 position,
4980,1,1,judge with 1 position,
4981,2,3,judge with multiple positions,
4982,2,3,judge with multiple positions,
4983,1,1,judge with 1 position,
4984,1,2,judge with multiple positions,
4985,1,1,judge with 1 position,
4986,2,3,judge with multiple positions,
4987,1,2,judge with multiple positions,
4988,2,3,judge with multiple positions,
4989,2,3,judge with multiple positions,
4990,1,3,judge with multiple positions,
4991,1,2,judge with multiple positions,
4992,2,3,judge with multiple positions,
4993,1,3,judge with multiple positions,
4994,1,3,judge with multiple positions,
4995,1,1,judge with 1 position,
4996,1,1,judge with 1 position,
4997,1,3,judge with multiple positions,
4998,1,4,judge with multiple positions,
4999,1,2,judge with multiple positions,
5000,2,3,judge with multiple positions,
5001,1,2,judge with multiple positions,
5002,1,3,judge with multiple positions,
5003,1,2,judge with multiple positions,
5004,1,2,judge with multiple positions,
5005,2,3,judge with multiple positions,
5006,1,3,judge with multiple positions,
5007,2,5,judge with multiple positions,
5008,2,3,judge with multiple positions,
5009,1,1,judge with 1 position,
5010,2,3,judge with multiple positions,
5011,1,2,judge with multiple positions,
5012,2,3,judge with multiple positions,
5013,1,2,judge with multiple positions,
5014,2,3,judge with multiple positions,
5015,2,4,judge with multiple positions,
5016,2,2,judge with multiple positions,
5017,1,1,judge with 1 position,
5018,2,3,judge with multiple positions,
5019,1,4,judge with multiple positions,
5020,1,4,judge with multiple positions,
5021,1,2,judge with multiple positions,
5022,1,2,judge with multiple positions,
5023,2,4,judge with multiple positions,
5024,1,2,judge with multiple positions,
5025,2,3,judge with multiple positions,
5026,2,3,judge with multiple positions,
5027,1,2,judge with multiple positions,
5028,1,4,judge with multiple positions,
5029,2,2,judge with multiple positions,
5030,2,4,judge with multiple positions,
5031,1,2,judge with multiple positions,
5032,2,4,judge with multiple positions,
5033,2,4,judge with multiple positions,
5034,1,1,judge with 1 position,
5035,2,3,judge with multiple positions,
5036,2,2,judge with multiple positions,
5037,1,1,judge with 1 position,
5038,2,3,judge with multiple positions,
5039,1,3,judge with multiple positions,
5040,1,1,judge with 1 position,
5041,2,3,judge with multiple positions,
5042,2,2,judge with multiple positions,
5043,2,3,judge with multiple positions,
5044,2,2,judge with multiple positions,
5045,2,3,judge with multiple positions,
5046,1,2,judge with multiple positions,
5047,2,3,judge with multiple positions,
5048,1,1,judge with 1 position,
5049,2,4,judge with multiple positions,
5050,2,4,judge with multiple positions,
5051,2,4,judge with multiple positions,
5052,1,1,judge with 1 position,
5053,2,2,judge with multiple positions,
5054,2,3,judge with multiple positions,
5055,1,3,judge with multiple positions,
5056,1,1,judge with 1 position,
5057,2,5,judge with multiple positions,
5058,2,2,judge with multiple positions,
5059,2,2,judge with multiple positions,
5060,2,4,judge with multiple positions,
5061,1,3,judge with multiple positions,
5062,1,1,judge with 1 position,
5063,1,2,judge with multiple positions,
5064,1,3,judge with multiple positions,
5065,2,3,judge with multiple positions,
5066,4,5,judge with multiple positions,
5067,1,1,judge with 1 position,
5068,2,2,judge with multiple positions,
5069,2,4,judge with multiple positions,
5070,1,1,judge with 1 position,
