person_id,judge_flag,position,status,disclosures_count,name_first,name_middle,name_last,political_affiliations,race,date_nominated,date_start,date_termination,court_short_name,court_full_name
8690,1,1,judge with 1 position,10.0,Sheri,,Bluebond,,,,2001-01-01,,C.D. California,"United States Bankruptcy Court, C.D. California"
8691,1,1,judge with 1 position,8.0,Julia,W.,Brand,,,,2011-10-24,,C.D. California,"United States Bankruptcy Court, C.D. California"
8692,1,1,judge with 1 position,9.0,Peter,H.,Carroll,,,,2002-08-01,,C.D. California,"United States Bankruptcy Court, C.D. California"
8693,1,1,judge with 1 position,10.0,Scott,C.,Clarkson,,,,2011-01-20,,C.D. California,"United States Bankruptcy Court, C.D. California"
8694,1,1,judge with 1 position,9.0,Thomas,B.,Donovan,,,,1994-03-21,,C.D. California,"United States Bankruptcy Court, C.D. California"
8695,1,1,judge with 1 position,8.0,Mark,D.,Houle,,,,2012-02-17,,C.D. California,"United States Bankruptcy Court, C.D. California"
8696,1,1,judge with 1 position,7.0,Wayne,E.,Johnson,,,,2011-02-28,,C.D. California,"United States Bankruptcy Court, C.D. California"
8697,1,1,judge with 1 position,8.0,Victoria,S.,Kaufman,,,,2006-05-02,,C.D. California,"United States Bankruptcy Court, C.D. California"
8698,1,1,judge with 1 position,8.0,Sandra,R.,Klein,,,,2011-04-22,,C.D. California,"United States Bankruptcy Court, C.D. California"
8699,1,1,judge with 1 position,9.0,Robert,N.,Kwan,,,,2007-02-05,,C.D. California,"United States Bankruptcy Court, C.D. California"
8700,1,1,judge with 1 position,9.0,Geraldine,,Mund,,,,1984-02-09,,C.D. California,"United States Bankruptcy Court, C.D. California"
8701,1,1,judge with 1 position,3.0,Robin,,Riblet,,,,1988-03-30,,C.D. California,"United States Bankruptcy Court, C.D. California"
8702,1,1,judge with 1 position,10.0,Ernest,M.,Robles,,,,1993-06-12,,C.D. California,"United States Bankruptcy Court, C.D. California"
8703,1,1,judge with 1 position,9.0,Barry,,Russell,,,,1971-01-01,,C.D. California,"United States Bankruptcy Court, C.D. California"
8704,1,1,judge with 1 position,9.0,Deborah,J.,Saltzman,,,,2010-03-18,,C.D. California,"United States Bankruptcy Court, C.D. California"
8705,1,1,judge with 1 position,10.0,Erithe,A.,Smith,,,,1994-05-02,,C.D. California,"United States Bankruptcy Court, C.D. California"
8706,1,1,judge with 1 position,9.0,Maureen,A.,Tighe,,,,2003-11-24,,C.D. California,"United States Bankruptcy Court, C.D. California"
8707,1,1,judge with 1 position,10.0,Mark,S.,Wallace,,,,2011-01-20,,C.D. California,"United States Bankruptcy Court, C.D. California"
8708,1,1,judge with 1 position,8.0,Scott,H.,Yun,,,,2014-06-23,,C.D. California,"United States Bankruptcy Court, C.D. California"
8709,1,1,judge with 1 position,10.0,Vincent,,Zurzolo,,,,1988-04-18,,C.D. California,"United States Bankruptcy Court, C.D. California"
8710,1,1,judge with 1 position,10.0,Robert,S.,Bardwil,,,,2005-07-06,,E.D. California,"United States Bankruptcy Court, E.D. California"
8711,1,1,judge with 1 position,10.0,Fredrick,E.,Clement,,,,2012-03-16,,E.D. California,"United States Bankruptcy Court, E.D. California"
8712,1,1,judge with 1 position,7.0,Christopher,D.,Jaime,,,,2015-01-15,,E.D. California,"United States Bankruptcy Court, E.D. California"
8713,1,1,judge with 1 position,10.0,Christopher,M.,Klein,,,,1988-02-09,,E.D. California,"United States Bankruptcy Court, E.D. California"
8714,1,1,judge with 1 position,7.0,Rene,,Lastreto,,,,2015-09-14,,E.D. California,"United States Bankruptcy Court, E.D. California"
8715,1,1,judge with 1 position,9.0,Ronald,H.,Sargis,,,,2010-01-14,,E.D. California,"United States Bankruptcy Court, E.D. California"
8716,1,1,judge with 1 position,9.0,Hannah,L.,Blumenstiel,,,,2013-02-11,,N.D. California,"United States Bankruptcy Court, N.D. California"
8717,1,1,judge with 1 position,10.0,Roger,L.,Efremsky,,,,2006-08-01,,N.D. California,"United States Bankruptcy Court, N.D. California"
8718,1,1,judge with 1 position,10.0,Mary,Elaine,Hammond,,,,2012-02-02,,N.D. California,"United States Bankruptcy Court, N.D. California"
8719,1,1,judge with 1 position,9.0,Stephen,L.,Johnson,,,,2010-10-13,,N.D. California,"United States Bankruptcy Court, N.D. California"
8720,1,1,judge with 1 position,8.0,William,J.,Lafferty,,,,2016-08-01,,N.D. California,"United States Bankruptcy Court, N.D. California"
8721,1,1,judge with 1 position,10.0,Dennis,,Montali,,,,1993-04-23,,N.D. California,"United States Bankruptcy Court, N.D. California"
8722,1,1,judge with 1 position,9.0,Charles,,Novack,,,,2010-05-13,,N.D. California,"United States Bankruptcy Court, N.D. California"
8723,1,1,judge with 1 position,9.0,Louise,Decarl,Adler,,,,2003-07-08,,S.D. California,"United States Bankruptcy Court, S.D. California"
8724,1,1,judge with 1 position,10.0,Christopher,B.,Latham,,,,2012-10-01,,S.D. California,"United States Bankruptcy Court, S.D. California"
8725,1,1,judge with 1 position,9.0,Margaret,,Mann,,,,2010-04-02,,S.D. California,"United States Bankruptcy Court, S.D. California"
8726,1,1,judge with 1 position,9.0,Elizabeth,E.,Brown,,,,2011-04-16,,D. Colorado,"United States Bankruptcy Court, D. Colorado"
8727,1,1,judge with 1 position,7.0,Thomas,B.,McNamara,,,,2015-03-23,,D. Colorado,"United States Bankruptcy Court, D. Colorado"
8728,1,1,judge with 1 position,9.0,Michael,E.,Romero,,,,2009-03-30,,D. Colorado,"United States Bankruptcy Court, D. Colorado"
8729,1,1,judge with 1 position,5.0,Joseph,G.,Rosania,,,,2015-12-04,,D. Colorado,"United States Bankruptcy Court, D. Colorado"
8730,1,1,judge with 1 position,3.0,Kimberley,H.,Tyson,,,,2017-05-12,,D. Colorado,"United States Bankruptcy Court, D. Colorado"
8731,1,1,judge with 1 position,9.0,Julie,,Manning,,,,2013-09-09,,D. Connecticut,"United States Bankruptcy Court, D. Connecticut"
8732,1,1,judge with 1 position,7.0,Ann,M.,Nevins,,,,2015-04-15,,D. Connecticut,"United States Bankruptcy Court, D. Connecticut"
8733,1,1,judge with 1 position,5.0,James,J.,Tancredi,,,,2016-09-01,,D. Connecticut,"United States Bankruptcy Court, D. Connecticut"
8734,1,1,judge with 1 position,9.0,S.,Martin,Teel,,,,1988-02-08,,District of Columbia,"United States Bankruptcy Court, District of Columbia"
8735,1,1,judge with 1 position,3.0,John,,Dorsey,,,,2019-06-11,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8736,1,1,judge with 1 position,9.0,Kevin,,Gross,,,,2006-03-13,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8737,1,1,judge with 1 position,3.0,Karen,,Owens,,,,2019-06-17,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8738,1,1,judge with 1 position,10.0,Brendan,L.,Shannon,,,,2006-03-13,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8739,1,1,judge with 1 position,7.0,Laurie,Selber,Silverstein,,,,2015-01-07,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8740,1,1,judge with 1 position,10.0,Christopher,,Sontchi,,,,2006-02-23,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8741,1,1,judge with 1 position,10.0,Mary,F.,Walrath,,,,1998-09-09,,D. Delaware,"United States Bankruptcy Court, D. Delaware"
8742,1,1,judge with 1 position,10.0,Arthur,B.,Briskman,,,,1985-01-01,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8743,1,1,judge with 1 position,6.0,Roberta,A.,Colton,,,,2016-04-01,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8744,1,1,judge with 1 position,10.0,Caryl,E.,Delano,,,,2008-06-25,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8745,1,1,judge with 1 position,10.0,Jerry,A.,Funk,,,,1993-01-01,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8746,1,1,judge with 1 position,8.0,Cynthia,C.,Jackson,,,,2013-03-05,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8747,1,1,judge with 1 position,11.0,Karen,S.,Jennemann,,,,1993-11-03,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8748,1,1,judge with 1 position,10.0,Catherine,Peek,McEwen,,,,2005-08-22,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8749,1,1,judge with 1 position,1.0,Lori,Virginia,Vaughan,,,,2020-02-25,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8750,1,1,judge with 1 position,10.0,Michael,G.,Williamson,,,,2000-03-01,,M.D. Florida,"United States Bankruptcy Court, M.D. Florida"
8751,1,1,judge with 1 position,10.0,Karen,K.,Specie,,,,2012-07-25,,N.D. Florida,"United States Bankruptcy Court, N.D. Florida"
8752,1,1,judge with 1 position,10.0,A.,Jay,Cristol,,,,1985-04-18,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8753,1,1,judge with 1 position,3.0,Scott,M.,Grossman,,,,2019-02-01,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8754,1,1,judge with 1 position,10.0,Paul,G.,Hyman,,,,1993-01-01,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8755,1,1,judge with 1 position,8.0,Laurel,M.,Isicoff,,,,2006-02-13,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8756,1,1,judge with 1 position,10.0,Erik,P.,Kimball,,,,2008-06-23,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8757,1,1,judge with 1 position,10.0,Robert,,Mark,,,,1990-11-01,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8758,1,1,judge with 1 position,4.0,Mindy,A.,Mora,,,,2018-04-06,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8759,1,1,judge with 1 position,9.0,John,K.,Olson,,,,2006-02-10,2020-02-09,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8760,1,1,judge with 1 position,9.0,Raymond,B.,Ray,,,,1993-01-01,,S.D. Florida,"United States Bankruptcy Court, S.D. Florida."
8761,1,1,judge with 1 position,8.0,Austin,E.,Carter,,,,2014-05-20,,M.D. Georgia,"United States Bankruptcy Court, M.D. Georgia"
8762,1,1,judge with 1 position,10.0,John,T.,Laney,,,,1986-10-01,,M.D. Georgia,"United States Bankruptcy Court, M.D. Georgia"
8763,1,1,judge with 1 position,9.0,James,P.,Smith,,,,2010-02-22,,M.D. Georgia,"United States Bankruptcy Court, M.D. Georgia"
8764,1,1,judge with 1 position,3.0,Paul,M.,Baisier,,,,2015-07-07,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8765,1,1,judge with 1 position,10.0,Paul,W.,Bonapfel,,,,2002-04-10,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8766,1,1,judge with 1 position,3.0,Jeffrey,,Cavender,,,,2018-03-02,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8767,1,1,judge with 1 position,5.0,Lisa,Anne Ritchey,Craig,,,,2016-03-24,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8768,1,1,judge with 1 position,8.0,Mary,Grace,Diehl,,,,2004-02-23,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8769,1,1,judge with 1 position,10.0,W.,Homer,Drake,,,,1964-09-01,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8770,1,1,judge with 1 position,10.0,Barbara,,Ellis-Monro,,,,2012-06-25,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8771,1,1,judge with 1 position,10.0,Wendy,L.,Hagenau,,,,2010-05-25,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8772,1,1,judge with 1 position,10.0,James,R.,Sacca,,,,2010-10-21,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8773,1,1,judge with 1 position,4.0,Sage,M.,Sigler,,,,2018-03-29,,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia"
8774,1,1,judge with 1 position,10.0,Susan,D.,Barrett,,,,2006-03-22,,S.D. Georgia,"United States Bankruptcy Court, S.D. Georgia"
8775,1,1,judge with 1 position,9.0,Edward,J.,Coleman,,,,2013-06-28,,S.D. Georgia,"United States Bankruptcy Court, S.D. Georgia"
8776,1,1,judge with 1 position,4.0,Michele,Jinhyun,Kim,,,,2017-06-23,,S.D. Georgia,"United States Bankruptcy Court, S.D. Georgia"
8777,1,1,judge with 1 position,9.0,Robert,J.,Faris,,,,2015-08-05,,D. Hawaii,"United States Bankruptcy Court, D. Hawaii"
8778,1,1,judge with 1 position,9.0,Thad,J.,Collins,,,,2010-03-29,,N.D. Iowa,"United States Bankruptcy Court, N.D. Iowa"
8779,1,1,judge with 1 position,10.0,Lee,M.,Jackwig,,,,1986-11-01,,S.D. Iowa,"United States Bankruptcy Court, S.D. Iowa"
8780,1,1,judge with 1 position,10.0,Anita,L.,Shodeen,,,,2009-08-26,,S.D. Iowa,"United States Bankruptcy Court, S.D. Iowa"
8781,1,1,judge with 1 position,3.0,Joseph,M.,Meier,,,,2018-03-23,,D. Idaho,"United States Bankruptcy Court, D. Idaho"
8782,1,1,judge with 1 position,10.0,Terry,,Myers,,,,1998-08-01,,D. Idaho,"United States Bankruptcy Court, D. Idaho"
8783,1,1,judge with 1 position,10.0,Jim,D.,Pappas,,,,1990-01-01,,D. Idaho,"United States Bankruptcy Court, D. Idaho"
8784,1,1,judge with 1 position,11.0,Mary,Patricia,Gorman,,,,2005-09-19,,C.D. Illinois,"United States Bankruptcy Court, C.D. Illinois"
8785,1,1,judge with 1 position,10.0,Thomas,L.,Perkins,,,,2000-07-20,,C.D. Illinois,"United States Bankruptcy Court, C.D. Illinois"
8786,1,1,judge with 1 position,10.0,Janet,S.,Baer,,,,2012-03-05,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8787,1,1,judge with 1 position,10.0,Timothy,A.,Barnes,,,,2012-05-16,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8788,1,1,judge with 1 position,10.0,Donald,R.,Cassling,,,,2012-01-18,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8789,1,1,judge with 1 position,1.0,David,,Cleary,,,,2019-12-18,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8790,1,1,judge with 1 position,10.0,Jacqueline,P.,Cox,,,,2003-02-03,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8791,1,1,judge with 1 position,10.0,Carol,A.,Doyle,,,,1999-07-26,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8792,1,1,judge with 1 position,10.0,A.,Benjamin,Goldgar,,,,2003-02-03,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8793,1,1,judge with 1 position,10.0,Pamela,S.,Hollis,,,,2003-01-27,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8794,1,1,judge with 1 position,5.0,Lashonda,A.,Hunt,,,,2017-01-01,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8795,1,1,judge with 1 position,9.0,Thomas,M.,Lynch,,,,2013-01-01,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8796,1,1,judge with 1 position,10.0,Jack,B.,Schmetterer,,,,1985-05-09,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8797,1,1,judge with 1 position,7.0,Deborah,Lee,Thorne,,,,2015-10-22,,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois"
8798,1,1,judge with 1 position,10.0,Laura,K.,Grandy,,,,2010-02-01,,S.D. Illinois,"United States Bankruptcy Court, S.D. Illinois"
8799,1,1,judge with 1 position,5.0,James,R.,Ahler,,,,2017-06-16,,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana"
8800,1,1,judge with 1 position,10.0,Harry,C.,Dees,,,,1986-10-01,,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana"
8801,1,1,judge with 1 position,10.0,Robert,E.,Grant,,,,1987-01-01,,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana"
8802,1,1,judge with 1 position,10.0,Kent,,Lindquist,,,,1985-05-20,,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana"
8803,1,1,judge with 1 position,8.0,James,M.,Carr,,,,2013-01-02,,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana"
8804,1,1,judge with 1 position,11.0,Jeffrey,J.,Graham,,,,2014-10-01,,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana"
8805,1,1,judge with 1 position,3.0,Andrea,K.,McCord,,,,2019-05-20,,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana"
8806,1,1,judge with 1 position,10.0,Robyn,L.,Moberly,,,,2012-11-01,,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana"
8807,1,1,judge with 1 position,9.0,Robert,D.,Berger,,,,2003-10-16,,D. Kansas,"United States Bankruptcy Court, D. Kansas"
8808,1,1,judge with 1 position,10.0,Robert,E.,Nugent,,,,2002-03-05,,D. Kansas,"United States Bankruptcy Court, D. Kansas"
8809,1,1,judge with 1 position,10.0,Dale,L.,Somers,,,,2010-03-05,,D. Kansas,"United States Bankruptcy Court, D. Kansas"
8810,1,1,judge with 1 position,10.0,Gregory,R.,Schaaf,,,,2012-10-01,,E.D. Kentucky,"United States Bankruptcy Court, E.D. Kentucky"
8811,1,1,judge with 1 position,10.0,Tracey,N.,Wise,,,,2010-03-31,,E.D. Kentucky,"United States Bankruptcy Court, E.D. Kentucky"
8812,1,1,judge with 1 position,10.0,Thomas,H.,Fulton,,,,2002-12-06,,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky"
8813,1,1,judge with 1 position,10.0,Joan,A.,Lloyd,,,,1999-12-22,,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky"
8814,1,1,judge with 1 position,10.0,Alan,C.,Stout,,,,2011-10-26,,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky"
8815,1,1,judge with 1 position,9.0,Jerry,A.,Brown,,,,1992-01-01,,E.D. Louisiana,"United States Bankruptcy Court, E.D. Louisiana"
8816,1,1,judge with 1 position,1.0,Meredith,Sue,Grabill,,,,2019-10-09,,E.D. Louisiana,"United States Bankruptcy Court, E.D. Louisiana"
8817,1,1,judge with 1 position,10.0,Douglas,D.,Dodd,,,,2002-05-02,,M.D. Louisiana,"United States Bankruptcy Court, M.D. Louisiana"
8818,1,1,judge with 1 position,3.0,John,S.,Hodge,,,,2018-08-20,,W.D. Louisiana,"United States Bankruptcy Court, W.D. Louisiana"
8819,1,1,judge with 1 position,6.0,John,W.,Kolwe,,,,2015-08-12,,W.D. Louisiana,"United States Bankruptcy Court, W.D. Louisiana"
8820,1,1,judge with 1 position,2.0,Stephen,D.,Wheelis,,,,2019-04-25,,W.D. Louisiana,"United States Bankruptcy Court, W.D. Louisiana"
8821,1,1,judge with 1 position,9.0,Frank,J.,Bailey,,,,2009-01-30,,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts"
8822,1,1,judge with 1 position,2.0,Janet,,Bostwick,,,,2019-09-27,,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts"
8823,1,1,judge with 1 position,10.0,Melvin,S.,Hoffman,,,,2010-04-16,,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts"
8824,1,1,judge with 1 position,4.0,Elizabeth,D.,Katz,,,,2017-03-13,,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts"
8825,1,1,judge with 1 position,6.0,Christopher,J.,Panos,,,,2015-09-21,,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts"
8826,1,1,judge with 1 position,10.0,Nancy,V.,Alquist,,,,2004-09-20,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8827,1,1,judge with 1 position,10.0,Thomas,J.,Catliota,,,,2006-04-03,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8828,1,1,judge with 1 position,10.0,Robert,A.,Gordon,,,,2006-06-19,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8829,1,1,judge with 1 position,5.0,Michelle,M.,Harner,,,,2017-06-19,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8830,1,1,judge with 1 position,6.0,Duncan,Wray,Keir,,,,1993-11-01,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8831,1,1,judge with 1 position,7.0,Wendelin,I.,Lipp,,,,2006-04-03,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8832,1,1,judge with 1 position,9.0,David,Eugene,Rice,,,,2011-04-01,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8833,1,1,judge with 1 position,7.0,James,F.,Schneider,,,,1982-02-01,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8834,1,1,judge with 1 position,6.0,Lori,S.,Simpson,,,,2016-09-07,,D. Maryland,"United States Bankruptcy Court, D. Maryland"
8835,1,1,judge with 1 position,6.0,Peter,G.,Cary,,,,2014-05-09,,D. Maine,"United States Bankruptcy Court, D. Maine"
8836,1,1,judge with 1 position,6.0,Michael,A.,Fagone,,,,2015-04-21,,D. Maine,"United States Bankruptcy Court, D. Maine"
8837,1,1,judge with 1 position,2.0,Joel,D.,Applebaum,,,,2019-05-31,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8838,1,1,judge with 1 position,10.0,Marci,B.,McIvor,,,,2003-03-13,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8839,1,1,judge with 1 position,9.0,Daniel,S.,Opperman,,,,2006-07-13,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8840,1,1,judge with 1 position,5.0,Maria,L.,Oxholm,,,,2016-08-18,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8841,1,1,judge with 1 position,10.0,Mark,A.,Randon,,,,2014-01-10,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8842,1,1,judge with 1 position,10.0,Phillip,J.,Shefferly,,,,2003-03-01,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8843,1,1,judge with 1 position,10.0,Thomas,J.,Tucker,,,,2003-03-21,,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan"
8844,1,1,judge with 1 position,8.0,James,W.,Boyd,,,,2014-05-30,,W.D. Michigan,"United States Bankruptcy Court, W.D. Michigan"
8845,1,1,judge with 1 position,10.0,Scott,W.,Dales,,,,2007-10-05,,W.D. Michigan,"United States Bankruptcy Court, W.D. Michigan"
8846,1,1,judge with 1 position,8.0,John,T.,Gregg,,,,2014-07-17,,W.D. Michigan,"United States Bankruptcy Court, W.D. Michigan"
8847,1,1,judge with 1 position,8.0,Katherine,A.,Constantine,,,,2013-07-01,,D. Minnesota,"United States Bankruptcy Court, D. Minnesota"
8848,1,1,judge with 1 position,4.0,William,J.,Fisher,,,,2016-06-01,,D. Minnesota,"United States Bankruptcy Court, D. Minnesota"
8849,1,1,judge with 1 position,10.0,Robert,J.,Kressel,,,,1996-09-10,,D. Minnesota,"United States Bankruptcy Court, D. Minnesota"
8850,1,1,judge with 1 position,8.0,Michael,E.,Ridgway,,,,2013-05-20,,D. Minnesota,"United States Bankruptcy Court, D. Minnesota"
8851,1,1,judge with 1 position,10.0,Kathleen,Hvass,Sanberg,,,,2012-08-24,,D. Minnesota,"United States Bankruptcy Court, D. Minnesota"
8852,1,1,judge with 1 position,10.0,Charles,E.,Rendlen,,,,2006-05-23,,E.D. Missouri,"United States Bankruptcy Court, E.D. Missouri"
8853,1,1,judge with 1 position,10.0,Barry,S.,Schermer,,,,1986-01-01,,E.D. Missouri,"United States Bankruptcy Court, E.D. Missouri"
8854,1,1,judge with 1 position,9.0,Kathy,,Surratt-States,,,,2003-03-17,,E.D. Missouri,"United States Bankruptcy Court, E.D. Missouri"
8855,1,1,judge with 1 position,10.0,Dennis,R.,Dow,,,,2003-11-10,,W.D. Missouri,"United States Bankruptcy Court, W.D. Missouri"
8856,1,1,judge with 1 position,4.0,Brian,T.,Fenimore,,,,2017-08-31,,W.D. Missouri,"United States Bankruptcy Court, W.D. Missouri"
8857,1,1,judge with 1 position,9.0,Cynthia,A.,Norton,,,,2013-02-01,,W.D. Missouri,"United States Bankruptcy Court, W.D. Missouri"
8858,1,1,judge with 1 position,2.0,Selene,D.,Maddox,,,,2018-10-22,,N.D. Mississippi,"United States Bankruptcy Court, N.D. Mississippi"
8859,1,1,judge with 1 position,9.0,Jason,D.,Woodard,,,,2013-01-17,,N.D. Mississippi,"United States Bankruptcy Court, N.D. Mississippi"
8860,1,1,judge with 1 position,10.0,Neil,P.,Olack,,,,2006-05-01,,S.D. Mississippi,"United States Bankruptcy Court, S.D. Mississippi"
8861,1,1,judge with 1 position,10.0,Katharine,Malley,Samson,,,,2010-09-30,,S.D. Mississippi,"United States Bankruptcy Court, S.D. Mississippi"
8862,1,1,judge with 1 position,4.0,Benjamin,P.,Hursh,,,,2017-02-01,,D. Montana,"United States Bankruptcy Court, D. Montana"
8863,1,1,judge with 1 position,6.0,Joseph,N.,Callaway,,,,2016-01-04,,E.D. North Carolina,"United States Bankruptcy Court, E.D. North Carolina"
8864,1,1,judge with 1 position,10.0,Stephani,W.,Humrickhouse,,,,2010-01-06,,E.D. North Carolina,"United States Bankruptcy Court, E.D. North Carolina"
8865,1,1,judge with 1 position,8.0,David,M.,Warren,,,,2014-02-07,,E.D. North Carolina,"United States Bankruptcy Court, E.D. North Carolina"
8866,1,1,judge with 1 position,10.0,Catharine,R.,Aron,,,,1995-01-01,,M.D. North Carolina,"United States Bankruptcy Court, M.D. North Carolina"
8867,1,1,judge with 1 position,8.0,Lena,M.,James,,,,2013-12-11,,M.D. North Carolina,"United States Bankruptcy Court, M.D. North Carolina"
8868,1,1,judge with 1 position,8.0,Benjamin,A.,Kahn,,,,2014-02-03,,M.D. North Carolina,"United States Bankruptcy Court, M.D. North Carolina"
8869,1,1,judge with 1 position,10.0,Laura,T.,Beyer,,,,2011-11-18,,W.D. North Carolina,"United States Bankruptcy Court, W.D. North Carolina"
8870,1,1,judge with 1 position,10.0,George,R.,Hodges,,,,1987-01-01,,W.D. North Carolina,"United States Bankruptcy Court, W.D. North Carolina"
8871,1,1,judge with 1 position,10.0,J.,Craig,Whitley,,,,1994-01-01,,W.D. North Carolina,"United States Bankruptcy Court, W.D. North Carolina"
8872,1,1,judge with 1 position,9.0,Shon,Kaelberer,Hastings,,,,2011-09-09,,D. North Dakota,"United States Bankruptcy Court, D. North Dakota"
8873,1,1,judge with 1 position,10.0,Stuart,M.,Bernstein,,,,1993-11-24,,D. Nebraska,"United States Bankruptcy Court, D. Nebraska"
8874,1,1,judge with 1 position,2.0,Brian,S.,Kruse,,,,2020-01-01,,D. Nebraska,"United States Bankruptcy Court, D. Nebraska"
8875,1,1,judge with 1 position,10.0,Thomas,L.,Saladino,,,,2006-08-31,,D. Nebraska,"United States Bankruptcy Court, D. Nebraska"
8876,1,1,judge with 1 position,8.0,Bruce,A.,Harwood,,,,2013-03-11,,D. New Hampshire,"United States Bankruptcy Court, D. New Hampshire"
8877,1,1,judge with 1 position,8.0,Andrew,B.,Altenburg,,,,2014-05-19,,D. New Jersey,"United States Bankruptcy Court, D. New Jersey"
8878,1,1,judge with 1 position,10.0,Kathryn,C.,Ferguson,,,,1993-11-10,,D. New Jersey,"United States Bankruptcy Court, D. New Jersey"
8879,1,1,judge with 1 position,10.0,Rosemary,,Gambardella,,,,1985-05-03,,D. New Jersey,"United States Bankruptcy Court, D. New Jersey"
8880,1,1,judge with 1 position,9.0,Christine,M.,Gravelle,,,,2013-07-01,,D. New Jersey,"United States Bankruptcy Court, D. New Jersey"
8881,1,1,judge with 1 position,10.0,Michael,B.,Kaplan,,,,2014-01-03,,D. New Jersey,"United States Bankruptcy Court, D. New Jersey"
